Place_Id,Place_Name,User_Id,Place_Ratings
94,Sumur Gumuling,99,3
94,Sumur Gumuling,104,5
94,Sumur Gumuling,145,5
94,Sumur Gumuling,162,3
94,Sumur Gumuling,163,5
94,Sumur Gumuling,178,2
94,Sumur Gumuling,178,1
94,Sumur Gumuling,199,5
94,Sumur Gumuling,210,5
94,Sumur Gumuling,255,2
94,Sumur Gumuling,270,5
94,Sumur Gumuling,274,3
94,Sumur Gumuling,275,1
94,Sumur Gumuling,276,5
94,Sumur Gumuling,284,2
94,Sumur Gumuling,287,4
94,Sumur Gumuling,287,3
95,Desa Wisata Sungai Code Jogja Kota,9,5
95,Desa Wisata Sungai Code Jogja Kota,10,5
95,Desa Wisata Sungai Code Jogja Kota,15,3
95,Desa Wisata Sungai Code Jogja Kota,27,2
95,Desa Wisata Sungai Code Jogja Kota,27,4
95,Desa Wisata Sungai Code Jogja Kota,29,3
95,Desa Wisata Sungai Code Jogja Kota,36,2
95,Desa Wisata Sungai Code Jogja Kota,55,3
95,Desa Wisata Sungai Code Jogja Kota,57,4
95,Desa Wisata Sungai Code Jogja Kota,59,1
95,Desa Wisata Sungai Code Jogja Kota,66,1
95,Desa Wisata Sungai Code Jogja Kota,67,2
95,Desa Wisata Sungai Code Jogja Kota,86,4
95,Desa Wisata Sungai Code Jogja Kota,141,5
95,Desa Wisata Sungai Code Jogja Kota,166,3
95,Desa Wisata Sungai Code Jogja Kota,171,2
95,Desa Wisata Sungai Code Jogja Kota,178,5
95,Desa Wisata Sungai Code Jogja Kota,212,4
95,Desa Wisata Sungai Code Jogja Kota,221,2
95,Desa Wisata Sungai Code Jogja Kota,223,4
95,Desa Wisata Sungai Code Jogja Kota,239,5
95,Desa Wisata Sungai Code Jogja Kota,247,5
95,Desa Wisata Sungai Code Jogja Kota,270,4
95,Desa Wisata Sungai Code Jogja Kota,293,2
95,Desa Wisata Sungai Code Jogja Kota,297,3
96,Alun Alun Selatan Yogyakarta,14,2
96,Alun Alun Selatan Yogyakarta,24,2
96,Alun Alun Selatan Yogyakarta,27,2
96,Alun Alun Selatan Yogyakarta,28,4
96,Alun Alun Selatan Yogyakarta,44,2
96,Alun Alun Selatan Yogyakarta,61,3
96,Alun Alun Selatan Yogyakarta,66,4
96,Alun Alun Selatan Yogyakarta,67,3
96,Alun Alun Selatan Yogyakarta,71,4
96,Alun Alun Selatan Yogyakarta,113,2
96,Alun Alun Selatan Yogyakarta,135,5
96,Alun Alun Selatan Yogyakarta,143,1
96,Alun Alun Selatan Yogyakarta,151,4
96,Alun Alun Selatan Yogyakarta,153,2
96,Alun Alun Selatan Yogyakarta,156,1
96,Alun Alun Selatan Yogyakarta,168,4
96,Alun Alun Selatan Yogyakarta,175,4
96,Alun Alun Selatan Yogyakarta,206,1
96,Alun Alun Selatan Yogyakarta,209,1
96,Alun Alun Selatan Yogyakarta,227,5
96,Alun Alun Selatan Yogyakarta,230,2
96,Alun Alun Selatan Yogyakarta,244,5
96,Alun Alun Selatan Yogyakarta,244,5
96,Alun Alun Selatan Yogyakarta,283,3
96,Alun Alun Selatan Yogyakarta,286,3
96,Alun Alun Selatan Yogyakarta,289,2
97,Monumen Yogya Kembali,4,2
97,Monumen Yogya Kembali,11,4
97,Monumen Yogya Kembali,23,5
97,Monumen Yogya Kembali,55,3
97,Monumen Yogya Kembali,64,4
97,Monumen Yogya Kembali,84,4
97,Monumen Yogya Kembali,92,5
97,Monumen Yogya Kembali,124,3
97,Monumen Yogya Kembali,127,3
97,Monumen Yogya Kembali,165,5
97,Monumen Yogya Kembali,186,4
97,Monumen Yogya Kembali,198,5
97,Monumen Yogya Kembali,213,4
97,Monumen Yogya Kembali,223,4
97,Monumen Yogya Kembali,227,4
97,Monumen Yogya Kembali,227,4
97,Monumen Yogya Kembali,234,1
97,Monumen Yogya Kembali,268,3
97,Monumen Yogya Kembali,278,5
97,Monumen Yogya Kembali,290,4
97,Monumen Yogya Kembali,295,5
97,Monumen Yogya Kembali,296,2
98,Taman Pelangi Yogyakarta,8,5
98,Taman Pelangi Yogyakarta,8,2
98,Taman Pelangi Yogyakarta,12,2
98,Taman Pelangi Yogyakarta,17,5
98,Taman Pelangi Yogyakarta,24,4
98,Taman Pelangi Yogyakarta,39,4
98,Taman Pelangi Yogyakarta,74,5
98,Taman Pelangi Yogyakarta,91,2
98,Taman Pelangi Yogyakarta,113,2
98,Taman Pelangi Yogyakarta,137,2
98,Taman Pelangi Yogyakarta,139,2
98,Taman Pelangi Yogyakarta,173,1
98,Taman Pelangi Yogyakarta,195,5
98,Taman Pelangi Yogyakarta,209,1
98,Taman Pelangi Yogyakarta,219,5
98,Taman Pelangi Yogyakarta,234,5
98,Taman Pelangi Yogyakarta,269,4
98,Taman Pelangi Yogyakarta,272,5
98,Taman Pelangi Yogyakarta,280,5
98,Taman Pelangi Yogyakarta,288,3
99,Kampung Wisata Kadipaten,7,4
99,Kampung Wisata Kadipaten,20,2
99,Kampung Wisata Kadipaten,40,3
99,Kampung Wisata Kadipaten,41,2
99,Kampung Wisata Kadipaten,43,4
99,Kampung Wisata Kadipaten,56,1
99,Kampung Wisata Kadipaten,57,1
99,Kampung Wisata Kadipaten,131,5
99,Kampung Wisata Kadipaten,137,4
99,Kampung Wisata Kadipaten,147,1
99,Kampung Wisata Kadipaten,160,5
99,Kampung Wisata Kadipaten,197,4
99,Kampung Wisata Kadipaten,206,1
99,Kampung Wisata Kadipaten,214,3
99,Kampung Wisata Kadipaten,264,4
99,Kampung Wisata Kadipaten,264,5
99,Kampung Wisata Kadipaten,267,4
99,Kampung Wisata Kadipaten,268,3
99,Kampung Wisata Kadipaten,280,3
99,Kampung Wisata Kadipaten,280,5
99,Kampung Wisata Kadipaten,283,2
99,Kampung Wisata Kadipaten,292,5
99,Kampung Wisata Kadipaten,294,2
99,Kampung Wisata Kadipaten,295,3
100,Taman Budaya Yogyakarta,3,4
100,Taman Budaya Yogyakarta,61,4
100,Taman Budaya Yogyakarta,80,1
100,Taman Budaya Yogyakarta,109,4
100,Taman Budaya Yogyakarta,143,5
100,Taman Budaya Yogyakarta,159,5
100,Taman Budaya Yogyakarta,163,2
100,Taman Budaya Yogyakarta,164,1
100,Taman Budaya Yogyakarta,176,5
100,Taman Budaya Yogyakarta,177,5
100,Taman Budaya Yogyakarta,178,4
100,Taman Budaya Yogyakarta,212,5
100,Taman Budaya Yogyakarta,212,3
100,Taman Budaya Yogyakarta,213,2
100,Taman Budaya Yogyakarta,215,5
100,Taman Budaya Yogyakarta,219,2
100,Taman Budaya Yogyakarta,231,1
100,Taman Budaya Yogyakarta,245,1
100,Taman Budaya Yogyakarta,276,5
100,Taman Budaya Yogyakarta,289,2
100,Taman Budaya Yogyakarta,290,2
101,Kampung Wisata Sosro Menduran,1,4
101,Kampung Wisata Sosro Menduran,18,5
101,Kampung Wisata Sosro Menduran,21,4
101,Kampung Wisata Sosro Menduran,31,2
101,Kampung Wisata Sosro Menduran,71,1
101,Kampung Wisata Sosro Menduran,83,3
101,Kampung Wisata Sosro Menduran,96,2
101,Kampung Wisata Sosro Menduran,123,1
101,Kampung Wisata Sosro Menduran,125,4
101,Kampung Wisata Sosro Menduran,159,4
101,Kampung Wisata Sosro Menduran,170,1
101,Kampung Wisata Sosro Menduran,192,2
101,Kampung Wisata Sosro Menduran,201,2
101,Kampung Wisata Sosro Menduran,210,1
101,Kampung Wisata Sosro Menduran,232,5
101,Kampung Wisata Sosro Menduran,247,2
101,Kampung Wisata Sosro Menduran,249,2
101,Kampung Wisata Sosro Menduran,252,2
101,Kampung Wisata Sosro Menduran,260,4
101,Kampung Wisata Sosro Menduran,260,3
101,Kampung Wisata Sosro Menduran,265,1
101,Kampung Wisata Sosro Menduran,275,2
101,Kampung Wisata Sosro Menduran,283,5
101,Kampung Wisata Sosro Menduran,299,4
102,Monumen Batik Yogyakarta,6,4
102,Monumen Batik Yogyakarta,12,5
102,Monumen Batik Yogyakarta,18,3
102,Monumen Batik Yogyakarta,21,2
102,Monumen Batik Yogyakarta,31,3
102,Monumen Batik Yogyakarta,42,5
102,Monumen Batik Yogyakarta,46,2
102,Monumen Batik Yogyakarta,53,1
102,Monumen Batik Yogyakarta,100,5
102,Monumen Batik Yogyakarta,101,1
102,Monumen Batik Yogyakarta,117,5
102,Monumen Batik Yogyakarta,123,1
102,Monumen Batik Yogyakarta,133,1
102,Monumen Batik Yogyakarta,135,4
102,Monumen Batik Yogyakarta,159,4
102,Monumen Batik Yogyakarta,164,4
102,Monumen Batik Yogyakarta,187,3
102,Monumen Batik Yogyakarta,195,3
102,Monumen Batik Yogyakarta,207,1
102,Monumen Batik Yogyakarta,208,2
102,Monumen Batik Yogyakarta,242,4
102,Monumen Batik Yogyakarta,244,3
102,Monumen Batik Yogyakarta,265,3
102,Monumen Batik Yogyakarta,268,1
103,Tugu Pal Putih Jogja,1,3
103,Tugu Pal Putih Jogja,22,5
103,Tugu Pal Putih Jogja,27,5
103,Tugu Pal Putih Jogja,34,3
103,Tugu Pal Putih Jogja,37,3
103,Tugu Pal Putih Jogja,40,3
103,Tugu Pal Putih Jogja,42,4
103,Tugu Pal Putih Jogja,46,2
103,Tugu Pal Putih Jogja,53,2
103,Tugu Pal Putih Jogja,54,3
103,Tugu Pal Putih Jogja,54,4
103,Tugu Pal Putih Jogja,56,4
103,Tugu Pal Putih Jogja,85,4
103,Tugu Pal Putih Jogja,127,2
103,Tugu Pal Putih Jogja,139,2
103,Tugu Pal Putih Jogja,148,3
103,Tugu Pal Putih Jogja,159,4
103,Tugu Pal Putih Jogja,184,4
103,Tugu Pal Putih Jogja,225,3
103,Tugu Pal Putih Jogja,231,3
103,Tugu Pal Putih Jogja,236,1
103,Tugu Pal Putih Jogja,246,2
103,Tugu Pal Putih Jogja,252,4
103,Tugu Pal Putih Jogja,266,1
103,Tugu Pal Putih Jogja,269,1
103,Tugu Pal Putih Jogja,287,1
103,Tugu Pal Putih Jogja,300,5
104,Tebing Breksi,3,3
104,Tebing Breksi,17,4
104,Tebing Breksi,29,3
104,Tebing Breksi,84,1
104,Tebing Breksi,85,3
104,Tebing Breksi,89,4
104,Tebing Breksi,94,2
104,Tebing Breksi,107,3
104,Tebing Breksi,119,2
104,Tebing Breksi,119,1
104,Tebing Breksi,133,3
104,Tebing Breksi,160,4
104,Tebing Breksi,183,3
104,Tebing Breksi,185,1
104,Tebing Breksi,203,2
104,Tebing Breksi,214,1
104,Tebing Breksi,222,2
104,Tebing Breksi,227,2
104,Tebing Breksi,234,2
104,Tebing Breksi,242,1
104,Tebing Breksi,253,1
104,Tebing Breksi,275,1
104,Tebing Breksi,287,1
105,Candi Donotirto,2,2
105,Candi Donotirto,3,5
105,Candi Donotirto,9,2
105,Candi Donotirto,31,3
105,Candi Donotirto,74,4
105,Candi Donotirto,76,2
105,Candi Donotirto,92,5
105,Candi Donotirto,98,5
105,Candi Donotirto,151,4
105,Candi Donotirto,158,2
105,Candi Donotirto,167,5
105,Candi Donotirto,190,2
105,Candi Donotirto,211,2
105,Candi Donotirto,226,1
105,Candi Donotirto,233,4
105,Candi Donotirto,247,1
105,Candi Donotirto,275,3
105,Candi Donotirto,277,1
105,Candi Donotirto,288,3
105,Candi Donotirto,297,4
105,Candi Donotirto,299,3
106,Kawasan Malioboro,40,4
106,Kawasan Malioboro,55,4
106,Kawasan Malioboro,83,4
106,Kawasan Malioboro,86,5
106,Kawasan Malioboro,96,1
106,Kawasan Malioboro,115,3
106,Kawasan Malioboro,124,5
106,Kawasan Malioboro,142,4
106,Kawasan Malioboro,149,1
106,Kawasan Malioboro,157,1
106,Kawasan Malioboro,161,4
106,Kawasan Malioboro,180,3
106,Kawasan Malioboro,185,1
106,Kawasan Malioboro,187,5
106,Kawasan Malioboro,191,4
106,Kawasan Malioboro,194,1
106,Kawasan Malioboro,216,4
106,Kawasan Malioboro,218,3
106,Kawasan Malioboro,223,3
106,Kawasan Malioboro,267,4
106,Kawasan Malioboro,277,4
106,Kawasan Malioboro,293,2
107,Bangsal Pagelaran,2,2
107,Bangsal Pagelaran,7,2
107,Bangsal Pagelaran,11,3
107,Bangsal Pagelaran,31,5
107,Bangsal Pagelaran,42,5
107,Bangsal Pagelaran,46,4
107,Bangsal Pagelaran,51,2
107,Bangsal Pagelaran,60,3
107,Bangsal Pagelaran,88,1
107,Bangsal Pagelaran,98,1
107,Bangsal Pagelaran,110,4
107,Bangsal Pagelaran,126,5
107,Bangsal Pagelaran,134,3
107,Bangsal Pagelaran,134,4
107,Bangsal Pagelaran,138,4
107,Bangsal Pagelaran,146,2
107,Bangsal Pagelaran,149,1
107,Bangsal Pagelaran,174,2
107,Bangsal Pagelaran,183,5
107,Bangsal Pagelaran,192,2
107,Bangsal Pagelaran,210,1
107,Bangsal Pagelaran,223,5
107,Bangsal Pagelaran,228,2
107,Bangsal Pagelaran,248,5
107,Bangsal Pagelaran,257,1
107,Bangsal Pagelaran,295,5
107,Bangsal Pagelaran,297,3
107,Bangsal Pagelaran,300,2
108,Embung Tambakboyo,20,4
108,Embung Tambakboyo,78,3
108,Embung Tambakboyo,80,2
108,Embung Tambakboyo,85,3
108,Embung Tambakboyo,87,2
108,Embung Tambakboyo,90,2
108,Embung Tambakboyo,90,2
108,Embung Tambakboyo,100,3
108,Embung Tambakboyo,128,5
108,Embung Tambakboyo,129,2
108,Embung Tambakboyo,135,2
108,Embung Tambakboyo,143,5
108,Embung Tambakboyo,146,3
108,Embung Tambakboyo,163,5
108,Embung Tambakboyo,174,1
108,Embung Tambakboyo,189,5
108,Embung Tambakboyo,234,5
108,Embung Tambakboyo,247,1
108,Embung Tambakboyo,257,3
108,Embung Tambakboyo,300,5
109,Hutan Pinus Pengger,11,2
109,Hutan Pinus Pengger,44,3
109,Hutan Pinus Pengger,45,2
109,Hutan Pinus Pengger,50,5
109,Hutan Pinus Pengger,53,2
109,Hutan Pinus Pengger,61,4
109,Hutan Pinus Pengger,72,3
109,Hutan Pinus Pengger,105,1
109,Hutan Pinus Pengger,169,3
109,Hutan Pinus Pengger,173,2
109,Hutan Pinus Pengger,193,3
109,Hutan Pinus Pengger,194,5
109,Hutan Pinus Pengger,210,3
109,Hutan Pinus Pengger,212,1
109,Hutan Pinus Pengger,215,4
109,Hutan Pinus Pengger,261,1
109,Hutan Pinus Pengger,261,2
109,Hutan Pinus Pengger,285,5
109,Hutan Pinus Pengger,285,4
109,Hutan Pinus Pengger,287,2
109,Hutan Pinus Pengger,290,1
109,Hutan Pinus Pengger,299,1
110,Monumen Serangan Umum 1 Maret,28,5
110,Monumen Serangan Umum 1 Maret,31,2
110,Monumen Serangan Umum 1 Maret,39,4
110,Monumen Serangan Umum 1 Maret,50,1
110,Monumen Serangan Umum 1 Maret,63,1
110,Monumen Serangan Umum 1 Maret,91,3
110,Monumen Serangan Umum 1 Maret,103,2
110,Monumen Serangan Umum 1 Maret,201,5
110,Monumen Serangan Umum 1 Maret,216,4
110,Monumen Serangan Umum 1 Maret,221,4
110,Monumen Serangan Umum 1 Maret,242,4
110,Monumen Serangan Umum 1 Maret,255,4
110,Monumen Serangan Umum 1 Maret,261,1
110,Monumen Serangan Umum 1 Maret,276,3
110,Monumen Serangan Umum 1 Maret,284,2
110,Monumen Serangan Umum 1 Maret,295,1
111,Puncak Pinus Becici,2,2
111,Puncak Pinus Becici,18,4
111,Puncak Pinus Becici,57,2
111,Puncak Pinus Becici,58,3
111,Puncak Pinus Becici,67,1
111,Puncak Pinus Becici,99,5
111,Puncak Pinus Becici,102,3
111,Puncak Pinus Becici,115,4
111,Puncak Pinus Becici,123,2
111,Puncak Pinus Becici,126,4
111,Puncak Pinus Becici,130,3
111,Puncak Pinus Becici,131,4
111,Puncak Pinus Becici,144,4
111,Puncak Pinus Becici,145,1
111,Puncak Pinus Becici,158,3
111,Puncak Pinus Becici,159,2
111,Puncak Pinus Becici,181,2
111,Puncak Pinus Becici,212,5
111,Puncak Pinus Becici,219,3
111,Puncak Pinus Becici,219,3
111,Puncak Pinus Becici,256,5
111,Puncak Pinus Becici,279,4
111,Puncak Pinus Becici,280,2
111,Puncak Pinus Becici,285,2
112,Bukit Bintang Yogyakarta,19,3
112,Bukit Bintang Yogyakarta,23,5
112,Bukit Bintang Yogyakarta,44,5
112,Bukit Bintang Yogyakarta,52,5
112,Bukit Bintang Yogyakarta,56,1
112,Bukit Bintang Yogyakarta,64,4
112,Bukit Bintang Yogyakarta,95,5
112,Bukit Bintang Yogyakarta,98,2
112,Bukit Bintang Yogyakarta,134,4
112,Bukit Bintang Yogyakarta,138,3
112,Bukit Bintang Yogyakarta,144,5
112,Bukit Bintang Yogyakarta,157,5
112,Bukit Bintang Yogyakarta,196,5
112,Bukit Bintang Yogyakarta,207,3
112,Bukit Bintang Yogyakarta,276,2
112,Bukit Bintang Yogyakarta,287,4
112,Bukit Bintang Yogyakarta,294,3
113,Gedung Agung Yogyakarta,18,2
113,Gedung Agung Yogyakarta,21,3
113,Gedung Agung Yogyakarta,22,2
113,Gedung Agung Yogyakarta,24,2
113,Gedung Agung Yogyakarta,33,3
113,Gedung Agung Yogyakarta,35,3
113,Gedung Agung Yogyakarta,55,3
113,Gedung Agung Yogyakarta,69,1
113,Gedung Agung Yogyakarta,78,4
113,Gedung Agung Yogyakarta,96,3
113,Gedung Agung Yogyakarta,97,5
113,Gedung Agung Yogyakarta,102,1
113,Gedung Agung Yogyakarta,110,4
113,Gedung Agung Yogyakarta,127,2
113,Gedung Agung Yogyakarta,131,4
113,Gedung Agung Yogyakarta,134,5
113,Gedung Agung Yogyakarta,147,4
113,Gedung Agung Yogyakarta,167,4
113,Gedung Agung Yogyakarta,206,5
113,Gedung Agung Yogyakarta,209,3
113,Gedung Agung Yogyakarta,227,1
113,Gedung Agung Yogyakarta,244,3
113,Gedung Agung Yogyakarta,264,2
113,Gedung Agung Yogyakarta,265,3
113,Gedung Agung Yogyakarta,283,3
113,Gedung Agung Yogyakarta,293,4
113,Gedung Agung Yogyakarta,296,2
114,The Lost World Castle,13,5
114,The Lost World Castle,29,2
114,The Lost World Castle,46,4
114,The Lost World Castle,49,4
114,The Lost World Castle,54,2
114,The Lost World Castle,57,1
114,The Lost World Castle,58,2
114,The Lost World Castle,68,1
114,The Lost World Castle,96,1
114,The Lost World Castle,100,2
114,The Lost World Castle,104,3
114,The Lost World Castle,108,5
114,The Lost World Castle,116,3
114,The Lost World Castle,131,4
114,The Lost World Castle,133,1
114,The Lost World Castle,139,5
114,The Lost World Castle,139,4
114,The Lost World Castle,142,4
114,The Lost World Castle,155,2
114,The Lost World Castle,163,2
114,The Lost World Castle,174,2
114,The Lost World Castle,192,4
114,The Lost World Castle,209,4
114,The Lost World Castle,209,5
114,The Lost World Castle,234,4
114,The Lost World Castle,239,3
114,The Lost World Castle,244,4
114,The Lost World Castle,244,4
114,The Lost World Castle,247,3
114,The Lost World Castle,252,1
114,The Lost World Castle,275,1
115,Monumen Sanapati,5,3
115,Monumen Sanapati,74,5
115,Monumen Sanapati,81,3
115,Monumen Sanapati,94,5
115,Monumen Sanapati,99,4
115,Monumen Sanapati,138,5
115,Monumen Sanapati,152,1
115,Monumen Sanapati,171,5
115,Monumen Sanapati,174,2
115,Monumen Sanapati,174,1
115,Monumen Sanapati,189,5
115,Monumen Sanapati,192,1
115,Monumen Sanapati,194,4
115,Monumen Sanapati,195,2
115,Monumen Sanapati,213,5
115,Monumen Sanapati,227,4
115,Monumen Sanapati,230,1
115,Monumen Sanapati,257,5
115,Monumen Sanapati,263,4
115,Monumen Sanapati,272,3
116,Jurang Tembelan Kanigoro,6,5
116,Jurang Tembelan Kanigoro,25,3
116,Jurang Tembelan Kanigoro,27,5
116,Jurang Tembelan Kanigoro,63,2
116,Jurang Tembelan Kanigoro,67,3
116,Jurang Tembelan Kanigoro,89,5
116,Jurang Tembelan Kanigoro,95,4
116,Jurang Tembelan Kanigoro,113,5
116,Jurang Tembelan Kanigoro,121,1
116,Jurang Tembelan Kanigoro,122,5
116,Jurang Tembelan Kanigoro,136,2
116,Jurang Tembelan Kanigoro,142,1
116,Jurang Tembelan Kanigoro,147,2
116,Jurang Tembelan Kanigoro,160,5
116,Jurang Tembelan Kanigoro,192,3
116,Jurang Tembelan Kanigoro,194,3
116,Jurang Tembelan Kanigoro,229,3
116,Jurang Tembelan Kanigoro,247,5
116,Jurang Tembelan Kanigoro,255,3
116,Jurang Tembelan Kanigoro,259,1
116,Jurang Tembelan Kanigoro,276,1
116,Jurang Tembelan Kanigoro,277,2
117,The World Landmarks - Merapi Park Yogyakarta,36,5
117,The World Landmarks - Merapi Park Yogyakarta,38,5
117,The World Landmarks - Merapi Park Yogyakarta,47,1
117,The World Landmarks - Merapi Park Yogyakarta,65,4
117,The World Landmarks - Merapi Park Yogyakarta,66,2
117,The World Landmarks - Merapi Park Yogyakarta,72,3
117,The World Landmarks - Merapi Park Yogyakarta,78,5
117,The World Landmarks - Merapi Park Yogyakarta,116,3
117,The World Landmarks - Merapi Park Yogyakarta,145,3
117,The World Landmarks - Merapi Park Yogyakarta,152,5
117,The World Landmarks - Merapi Park Yogyakarta,159,2
117,The World Landmarks - Merapi Park Yogyakarta,239,2
117,The World Landmarks - Merapi Park Yogyakarta,250,5
117,The World Landmarks - Merapi Park Yogyakarta,253,5
117,The World Landmarks - Merapi Park Yogyakarta,260,4
117,The World Landmarks - Merapi Park Yogyakarta,260,2
117,The World Landmarks - Merapi Park Yogyakarta,271,1
117,The World Landmarks - Merapi Park Yogyakarta,283,3
117,The World Landmarks - Merapi Park Yogyakarta,286,5
117,The World Landmarks - Merapi Park Yogyakarta,289,4
117,The World Landmarks - Merapi Park Yogyakarta,298,5
118,Museum Sonobudoyo Unit I,3,2
118,Museum Sonobudoyo Unit I,14,4
118,Museum Sonobudoyo Unit I,30,5
118,Museum Sonobudoyo Unit I,38,4
118,Museum Sonobudoyo Unit I,47,2
118,Museum Sonobudoyo Unit I,49,2
118,Museum Sonobudoyo Unit I,76,4
118,Museum Sonobudoyo Unit I,88,2
118,Museum Sonobudoyo Unit I,113,5
118,Museum Sonobudoyo Unit I,119,4
118,Museum Sonobudoyo Unit I,126,5
118,Museum Sonobudoyo Unit I,126,5
118,Museum Sonobudoyo Unit I,131,1
118,Museum Sonobudoyo Unit I,132,1
118,Museum Sonobudoyo Unit I,167,4
118,Museum Sonobudoyo Unit I,173,5
118,Museum Sonobudoyo Unit I,187,3
118,Museum Sonobudoyo Unit I,188,4
118,Museum Sonobudoyo Unit I,206,1
118,Museum Sonobudoyo Unit I,221,3
118,Museum Sonobudoyo Unit I,227,2
118,Museum Sonobudoyo Unit I,254,4
118,Museum Sonobudoyo Unit I,296,1
119,Lava Bantal,6,2
119,Lava Bantal,15,4
119,Lava Bantal,60,4
119,Lava Bantal,61,2
119,Lava Bantal,62,4
119,Lava Bantal,87,1
119,Lava Bantal,95,2
119,Lava Bantal,104,1
119,Lava Bantal,111,4
119,Lava Bantal,140,5
119,Lava Bantal,144,3
119,Lava Bantal,175,1
119,Lava Bantal,177,1
119,Lava Bantal,183,3
119,Lava Bantal,208,3
119,Lava Bantal,231,1
119,Lava Bantal,243,1
119,Lava Bantal,261,4
119,Lava Bantal,269,5
119,Lava Bantal,282,2
120,Bukit Panguk Kediwung,30,2
120,Bukit Panguk Kediwung,34,2
120,Bukit Panguk Kediwung,61,3
120,Bukit Panguk Kediwung,62,5
120,Bukit Panguk Kediwung,69,1
120,Bukit Panguk Kediwung,78,3
120,Bukit Panguk Kediwung,81,1
120,Bukit Panguk Kediwung,94,4
120,Bukit Panguk Kediwung,105,1
120,Bukit Panguk Kediwung,109,1
120,Bukit Panguk Kediwung,117,1
120,Bukit Panguk Kediwung,141,5
120,Bukit Panguk Kediwung,163,4
120,Bukit Panguk Kediwung,190,5
120,Bukit Panguk Kediwung,226,2
120,Bukit Panguk Kediwung,228,3
120,Bukit Panguk Kediwung,228,1
120,Bukit Panguk Kediwung,239,5
120,Bukit Panguk Kediwung,261,2
120,Bukit Panguk Kediwung,262,5
120,Bukit Panguk Kediwung,263,5
120,Bukit Panguk Kediwung,264,3
120,Bukit Panguk Kediwung,273,1
120,Bukit Panguk Kediwung,285,4
120,Bukit Panguk Kediwung,298,2
121,Candi Prambanan,6,4
121,Candi Prambanan,16,3
121,Candi Prambanan,16,4
121,Candi Prambanan,21,2
121,Candi Prambanan,27,3
121,Candi Prambanan,54,1
121,Candi Prambanan,64,4
121,Candi Prambanan,103,4
121,Candi Prambanan,111,1
121,Candi Prambanan,131,4
121,Candi Prambanan,134,3
121,Candi Prambanan,141,3
121,Candi Prambanan,151,1
121,Candi Prambanan,163,3
121,Candi Prambanan,233,3
121,Candi Prambanan,233,1
121,Candi Prambanan,261,3
121,Candi Prambanan,263,3
121,Candi Prambanan,284,5
121,Candi Prambanan,299,3
122,Watu Goyang,32,4
122,Watu Goyang,33,2
122,Watu Goyang,49,4
122,Watu Goyang,70,2
122,Watu Goyang,87,4
122,Watu Goyang,106,5
122,Watu Goyang,134,2
122,Watu Goyang,146,5
122,Watu Goyang,150,1
122,Watu Goyang,152,2
122,Watu Goyang,178,3
122,Watu Goyang,206,5
122,Watu Goyang,210,4
122,Watu Goyang,244,4
122,Watu Goyang,258,5
122,Watu Goyang,268,1
122,Watu Goyang,276,4
122,Watu Goyang,285,5
123,Kampung Wisata Rejowinangun,27,5
123,Kampung Wisata Rejowinangun,29,3
123,Kampung Wisata Rejowinangun,45,4
123,Kampung Wisata Rejowinangun,47,2
123,Kampung Wisata Rejowinangun,53,2
123,Kampung Wisata Rejowinangun,68,1
123,Kampung Wisata Rejowinangun,94,2
123,Kampung Wisata Rejowinangun,110,4
123,Kampung Wisata Rejowinangun,161,4
123,Kampung Wisata Rejowinangun,173,3
123,Kampung Wisata Rejowinangun,175,1
123,Kampung Wisata Rejowinangun,179,1
123,Kampung Wisata Rejowinangun,185,1
123,Kampung Wisata Rejowinangun,206,5
123,Kampung Wisata Rejowinangun,210,5
123,Kampung Wisata Rejowinangun,210,3
123,Kampung Wisata Rejowinangun,215,3
123,Kampung Wisata Rejowinangun,225,3
123,Kampung Wisata Rejowinangun,239,4
123,Kampung Wisata Rejowinangun,255,5
124,Kauman PakuAlaman Yogyakarta,19,4
124,Kauman PakuAlaman Yogyakarta,22,3
124,Kauman PakuAlaman Yogyakarta,29,2
124,Kauman PakuAlaman Yogyakarta,115,3
124,Kauman PakuAlaman Yogyakarta,160,5
124,Kauman PakuAlaman Yogyakarta,161,2
124,Kauman PakuAlaman Yogyakarta,185,2
124,Kauman PakuAlaman Yogyakarta,190,1
124,Kauman PakuAlaman Yogyakarta,212,3
124,Kauman PakuAlaman Yogyakarta,223,2
124,Kauman PakuAlaman Yogyakarta,234,1
124,Kauman PakuAlaman Yogyakarta,260,4
124,Kauman PakuAlaman Yogyakarta,261,1
125,Alun-alun Utara Keraton Yogyakarta,26,5
125,Alun-alun Utara Keraton Yogyakarta,63,1
125,Alun-alun Utara Keraton Yogyakarta,71,3
125,Alun-alun Utara Keraton Yogyakarta,73,5
125,Alun-alun Utara Keraton Yogyakarta,81,1
125,Alun-alun Utara Keraton Yogyakarta,126,5
125,Alun-alun Utara Keraton Yogyakarta,169,5
125,Alun-alun Utara Keraton Yogyakarta,184,1
125,Alun-alun Utara Keraton Yogyakarta,196,4
125,Alun-alun Utara Keraton Yogyakarta,197,1
125,Alun-alun Utara Keraton Yogyakarta,198,1
125,Alun-alun Utara Keraton Yogyakarta,207,5
125,Alun-alun Utara Keraton Yogyakarta,211,5
125,Alun-alun Utara Keraton Yogyakarta,252,5
125,Alun-alun Utara Keraton Yogyakarta,268,3
125,Alun-alun Utara Keraton Yogyakarta,277,2
125,Alun-alun Utara Keraton Yogyakarta,296,4
