User,Alam,Hiburan,Kuliner,Olahraga,Rekreasi,Religius,Sejarah Edukasi,Seni Budaya
User 1385,2.91,3.21,0.928,0,1.8075,1.38,1.89,2.44
User 1386,2.92,1.635,0.922,0,2.1775,1.39,1.9,3.19
User 1387,2.92,3.195,0.958,0,2.4075,1.41,1.9,3.185
User 1388,2.93,1.63,0.912,0,2.4075,1.42,2.635,3.18
User 1389,3.6,1.525,0.908,0,2.44,1.44,2.65,3.175
User 1390,3.545,1.525,0.902,0.5,2.405,1.46,2.65,2.425
User 1391,3.555,1.52,0.9,0.51,2.405,1.46,2.49,3.17
User 1392,3.625,1.61,0.894,0.52,2.4325,1.44,1.195,2.425
User 1393,2.97,1.655,0.894,0.52,2.4025,1.46,1.195,3.16
User 1394,2.985,1.585,0.894,0.52,2.405,0.6,3.145,3.155
User 1395,3.46,1.635,0.884,0.53,2.4,0.61,1.19,3.17
User 1396,3.62,1.625,0.986,0.54,2.1775,0.61,2.51,2.435
User 1397,3.62,1.615,1.076,0.55,2.43,0.61,1.2,3.14
User 1398,3.74,1.605,1.074,0.58,2.205,0.61,4.475,3.15
User 1399,3.74,1.605,1.07,0.55,1.3475,0.61,4.475,3.13
User 1400,3.745,1.595,1.068,0.56,1.35,0.61,2.545,3.125
User 1401,3.745,1.53,1.818,0.56,1.345,0.62,4.49,3.12
User 1402,1.53,1.52,1.814,0.57,1.3475,0.62,4.49,3.115
User 1403,1.53,1.5,1.808,0.58,1.35,0.62,2.545,3.105
User 1404,1.535,1.495,1.808,0.58,1.3475,0.63,2.55,3.1
User 1405,1.545,1.48,1.808,0.59,1.3475,0.63,2.56,3.095
User 1406,1.45,1.465,1.804,0.59,1.35,0.64,1.22,3.085
User 1407,1.46,1.455,1.804,1.38,1.275,1.61,1.205,3.075
User 1408,1.47,1.44,1.802,1.21,1.35,1.63,2.57,3.07
User 1409,1.485,1.425,1.8,1.93,1.3525,1.65,1.205,3.06
User 1410,1.735,1.41,1.39,1.34,1.3075,1.67,2.59,3.05
User 1411,1.62,1.4,2.082,1.35,1.3075,1.69,2.6,3.04
User 1412,1.76,1.38,2.038,1.33,1.305,1.71,2.615,1.44
User 1413,1.645,1.365,1.246,1.31,1.595,1.73,2.825,3.025
User 1414,1.655,1.35,1.922,1.1,2.1025,1.75,2.83,3.015
User 1415,1.665,1.34,1.084,1.29,2.0975,1.77,2.835,3.015
User 1416,1.685,1.325,1.072,1.29,2.09,1.79,2.84,3
User 1417,1.69,1.315,1.068,1.04,2.09,1.81,2.845,2.99
User 1418,1.71,3.31,1.062,1.02,2.085,1.83,4.825,2.98
User 1419,1.72,1.28,1.058,1.01,2.135,1.85,2.685,2.975
User 1420,1.735,1.255,1.06,0.99,1.3625,1.87,2.86,2.965
User 1421,1.74,1.24,1.776,1.25,1.3775,1.89,4.675,2.955
User 1422,1.76,1.215,1.774,1,3.195,1.91,2.875,2.95
User 1423,1.77,1.2,1.774,1.26,2.0575,1.93,2.875,2.94
User 1424,1.785,1.185,1.772,1.24,2.0425,1.95,2.88,2.935
User 1425,1.795,1.17,1.768,1.23,2.04,1.97,2.885,2.925
User 1426,1.815,1.155,1.194,0.9,1.2975,0.85,2.895,2.92
User 1427,1.82,1.145,1.19,0.88,2.035,2,2.9,2.91
User 1428,1.835,1.13,1.19,0.87,2.03,2.02,2.9,2.905
User 1429,1.835,1.13,1.852,0.86,2.0275,2.02,2.9,2.9
User 1430,1.835,1.145,1.19,1.17,2.0275,0.87,2.9,2.9
User 1431,1.835,1.155,1.766,0.86,2.0275,0.87,2.9,2.9
User 1432,1.835,1.14,1.188,1.17,2.0275,0.87,2.9,2.9
User 1433,1.84,1.135,1.188,1.17,2.025,0.87,2.9,2.9
User 1434,1.84,1.13,1.188,1.17,2.025,0.87,1.18,2.9
User 1435,1.985,1.13,1.186,1.17,2.0275,0.87,1.18,2.9
User 1436,1.985,1.13,1.19,0.84,2.0275,0.87,2.395,2.9
User 1437,1.84,1.13,1.19,1.17,3.0725,0.87,4.495,2.9
User 1438,1.845,1.13,1.192,0.84,3.07,1.48,5,2.9
User 1439,1.845,1.13,1.192,0.85,3.07,1.48,2.9,2.9
User 1440,1.775,1.13,1.768,0.84,3.07,1.47,2.93,2.9
User 1441,1.415,1.13,1.19,1.17,1.505,0.84,2.895,2.9
User 1442,1.755,1.125,0.946,0.84,2.545,0.84,2.39,2.9
User 1443,1.735,1.125,1.774,0.83,2.5675,0.84,1.195,2.9
User 1444,1.74,1.12,1.776,0.83,1.5275,0.83,2.895,2.895
User 1445,1.74,1.12,2.612,0.83,2.3825,0.83,2.89,2.895
User 1446,1.74,1.12,2.618,0.83,1.4975,0.83,2.25,2.9
User 1447,1.74,1.12,2.622,0.83,1.4975,0.83,2.25,1.445
User 1448,1.74,1.12,2.62,0.83,1.495,0.83,2.89,2.9
User 1449,1.745,1.12,1.988,0.82,1.495,0.82,2.89,2.9
User 1450,1.745,1.12,2.026,0.82,1.495,0.82,2.885,2.9
User 1451,1.45,1.12,2.026,0.82,1.4975,0.82,2.885,2.905
User 1452,1.75,1.12,2.618,0.82,1.495,0.82,2.885,2.9
User 1453,1.75,1.125,1.958,0.81,1.4975,0.81,2.885,2.9
User 1454,1.75,1.12,2.2,0.81,2.335,0.81,2.885,2.895
User 1455,1.41,1.12,2.202,0.81,2.335,5,2.885,2.895
User 1456,1.4,1.125,2.21,0.81,2.325,0.9,2.88,2.9
User 1457,1.4,1.155,2.138,0.81,2.325,0.8,2.88,2.9
User 1458,1.4,1.185,2.616,0.79,1.8225,0.88,2.88,2.9
User 1459,1.4,2.895,2.616,0.79,2.3225,0.8,2.875,1.875
User 1460,1.445,1.135,2.61,0.78,1.82,0.79,2.875,3.965
User 1461,1.4,1.125,2.608,0.78,2.315,0.79,2.875,3.965
User 1462,1.4,1.13,2.618,0.78,1.45,0.78,2.875,3.965
User 1463,1.13,1.13,2.618,0.78,1.45,0.77,2.875,4.11
User 1464,0.8,1.16,2.698,0.77,1.2875,0.78,2.875,4.11
User 1465,0.805,1.155,2.618,0.77,1.4525,0.78,2.875,4.11
User 1466,0.815,1.125,2.614,0.77,1.45,0.78,2.88,3.97
User 1467,0.82,2.885,2.608,0.77,1.45,0.79,2.885,3.97
User 1468,0.83,2.88,2.608,0.76,1.455,0.81,2.89,3.97
User 1469,1.44,2.88,2.612,0.76,1.455,0.81,2.895,3.975
User 1470,1.18,2.875,2.61,0.75,1.46,0.83,2.9,3.975
User 1471,0.87,2.875,2.612,0.75,1.4625,0.85,2.91,3.98
User 1472,0.885,1.15,2.608,0.74,1.455,0.86,2.915,3.98
User 1473,1.225,1.14,2.606,0.73,1.4575,0.87,2.925,3.985
User 1474,1.245,1.125,2.608,0.73,1.29,0.89,2.935,3.99
User 1475,1.265,1.11,2.604,0.72,2.1925,0.91,2.945,3.995
User 1476,0.955,1.105,2.71,0.71,2.205,0.93,2.95,3.995
User 1477,1.555,1.095,2.8,0.7,2.2175,0.95,2.96,3.995
User 1478,1.315,1.085,2.604,0.7,1.955,0.97,1.98,4
User 1479,1.59,1.075,2.6,0.69,1.965,0.99,2.98,4
User 1480,1.61,1.07,2.606,0.68,2.2325,1.01,2.99,4.005
User 1481,1.625,1.045,2.606,0.68,2.2375,1.03,3,4.01
User 1482,1.645,1.03,2.594,0.67,2.25,1.04,3.01,4.015
User 1483,1.655,1.025,2.606,0.66,2.255,1.06,3.015,4.015
User 1484,1.675,2.83,2.608,0.65,2.2625,1.08,3.025,4.02
User 1485,1.69,2.825,2.588,0.65,2.27,1.1,3.035,4.025
User 1486,1.71,2.825,2.59,0.64,2.2725,1.12,3.045,4.03
User 1487,1.725,2.82,2.582,0.63,2.2775,1.14,3.055,4.04
User 1488,1.745,0.965,2.578,0.63,1.3225,1.15,3.065,4.04
User 1489,1.76,0.92,2.584,0.62,1.3225,1.17,3.07,4.015
User 1490,1.78,0.91,2.58,0.61,1.335,1.19,3.08,4.02
User 1491,1.795,0.9,2.578,0.6,1.3375,1.21,3.09,4.025
User 1492,1.81,0.815,2.574,0.6,1.495,1.23,3.1,4.06
User 1493,1.825,0.805,2.574,0.59,2.325,1.25,3.11,4.06
User 1494,1.845,0.79,2.574,0.58,1.3475,1.27,3.12,4.05
User 1495,1.86,0.775,2.568,0.58,2.33,1.28,3.13,1.955
User 1496,1.88,0.76,2.566,0.57,2.33,1.3,3.14,1.95
User 1497,1.89,0.75,2.564,0.56,1.3375,1.32,3.145,1.92
User 1498,1.91,0.735,2.566,0.55,2.3525,1.34,3.155,1.915
User 1499,1.925,0.72,2.564,0.55,2.5075,1.36,2.3,1.915
User 1500,1.945,0.715,2.56,0.54,1.345,1.37,2.315,1.91
User 1501,1.955,0.705,2.56,0.53,1.345,1.39,3.18,1.915
User 1502,1.96,2.77,1.794,0.53,2.1,1.41,3.18,4.09
User 1503,1.955,2.77,2.56,0.54,2.3675,1.4,2.27,4.085
User 1504,1.405,2.77,2.56,0.53,2.36,1.4,2.27,4.09
User 1505,1.405,2.77,2.558,0.53,2.36,1.39,2.27,4.09
User 1506,1.41,2.775,2.56,0.53,2.3575,1.38,2.27,4.09
User 1507,1.405,2.775,1.772,0.53,2.3575,1.38,2.27,4.09
User 1508,1.405,2.775,1.772,0.53,2.355,1.37,2.27,4.09
User 1509,1.455,2.78,1.772,0.52,2.3575,1.37,2.27,1.89
User 1510,1.405,2.785,1.8,0.52,2.3575,1.37,2.27,1.875
User 1511,1.455,2.785,2.586,0.52,2.3575,1.37,2.27,1.875
User 1512,1.45,2.845,2.088,0.52,2.36,1.37,2.27,4.085
User 1513,1.45,2.825,2.586,0.52,2.36,1.37,2.27,1.57
User 1514,1.445,2.82,2.586,0.52,2.36,1.37,2.27,1.875
User 1515,1.445,2.825,2.444,0.52,2.3575,1.37,2.275,3.785
User 1516,1.44,2.82,2.444,0.52,2.355,1.36,2.275,4.085
User 1517,1.445,2.815,1.622,0.52,2.355,1.36,2.275,4.085
User 1518,1.44,2.775,1.62,0.52,2.3575,1.36,2.275,4.09
User 1519,1.44,2.775,1.568,0.52,2.355,1.36,2.27,4.09
User 1520,1.44,0.865,1.928,0.52,2.355,1.36,2.275,4.085
User 1521,1.42,2.78,2.388,0.51,2.355,1.36,2.275,4.085
User 1522,1.76,2.775,1.566,0.51,2.0125,1.36,2.27,4.085
User 1523,1.995,2.78,2.39,0.51,1.9175,1.38,2.28,3.785
User 1524,2.805,2.775,2.388,0.51,1.6325,1.36,2.275,3.785
User 1525,1.005,2.78,2.384,0.51,2.0775,1.38,2.285,1.83
User 1526,1.47,2.785,2.384,0.51,1.635,1.35,2.285,3.78
User 1527,1.485,5,1.736,0.51,1.635,1.35,2.29,1.58
User 1528,1.115,5,1.73,0.51,1.665,1.35,2.285,2.615
User 1529,1.11,5,1.632,0.51,1.655,1.35,1.99,3.78
User 1530,1.11,5,1.658,0.5,2.0775,1.35,2.28,3.78
User 1531,1.11,5,1.658,0.5,2.095,1.35,2.28,1.73
User 1532,1.105,5,1.452,0.5,2.2675,1.35,1.995,2.6
User 1533,1.055,3.025,1.45,0,2.55,1.35,1.425,3.22
User 1534,0.955,3.025,1.45,0,2.53,1.35,1.575,3.22
User 1535,1.4,3.025,2.172,0.5,2.53,1.35,1.99,3.79
User 1536,3.185,2.945,1.384,5,2.54,1.35,2,1.15
User 1537,3.185,2.94,1.382,0.5,1.6525,1.37,1.69,1.145
User 1538,1.405,2.945,1.384,0.5,2.7675,1.38,1.685,1.135
User 1539,1.465,2.94,2.17,0.51,2.7475,1.36,1.565,1.145
User 1540,1.41,3.78,1.348,0.51,2.5975,0.59,1.555,1.135
User 1541,2.315,5,2.17,0.52,2.585,0.58,1.56,3.21
User 1542,2.305,5,1.412,0.53,2.435,0.57,0.98,1.16
User 1543,0.685,5,1.818,0.53,2.5475,0.57,0.98,1.735
User 1544,0.68,2.93,1.82,0.52,1.395,0.57,0.99,2.925
User 1545,0.68,2.93,3.648,0.51,1.39,1.38,0.97,2.925
User 1546,0.68,2.925,1.82,5,1.3875,1.41,0.96,1.14
User 1547,0.68,2.925,1.82,5,1.3875,1.38,0.71,1.115
User 1548,0.68,2.055,1.818,5,1.8975,1.39,0.71,1.12
User 1549,0.68,2.055,2.764,5,2.1225,0.54,0.71,1.115
User 1550,0.68,2.05,2.75,5,1.7425,0.53,0.995,1.205
User 1551,0.685,2.045,2.748,1.05,2.6025,0.52,0.705,1.2
User 1552,0.685,2.04,3.65,1.03,1.36,0.52,2.5,1.13
User 1553,0.69,2.045,3.648,1.01,1.3325,0.52,0.715,3.195
User 1554,0.695,2.04,3.65,1.01,1.335,0.79,0.715,3.195
User 1555,0.705,2.04,3.648,1.01,1.5925,0.52,0.71,3.195
User 1556,0.695,2.04,3.648,1.01,1.5775,0.51,0.705,3.195
User 1557,0.695,2.04,3.648,1.01,1.3375,0.52,0.725,1.165
User 1558,0.695,2.04,3.648,1.01,1.335,0.79,0.8,3.195
User 1559,0.695,2.04,3.65,1.01,1.335,0.52,0.72,3.195
User 1560,0.695,2.04,3.648,1.01,1.335,0.79,0.72,3.195
User 1561,0.705,2.04,3.676,0.87,1.335,0.53,0.72,3.195
User 1562,0.705,2.03,3.654,0.86,1.3325,0.61,0.71,3.2
User 1563,0.7,2.03,3.648,0.86,1.3375,0.54,0.715,3.2
User 1564,0.7,2.02,3.652,0.84,1.3375,0.54,0.715,3.205
User 1565,0.705,2.01,3.644,0.83,1.335,0.55,0.72,1.115
User 1566,0.71,2,3.524,0.83,2.4525,0.55,0.72,1.115
User 1567,0.965,1.995,3.746,0.82,1.3425,0.56,0.98,1.11
User 1568,0.98,1.98,3.626,0.81,1.345,0.57,0.99,1.11
User 1569,0.99,1.97,2.83,0.79,1.61,0.58,1,1.11
User 1570,1,1.96,2.828,0.78,1.5875,0.59,1.01,1.11
User 1571,1.01,1.955,2.512,0.78,1.3425,0.6,1.015,1.115
User 1572,1.01,1.95,2.702,0.77,1.34,0.6,1.02,1.11
User 1573,1.005,1.95,1.92,5,1.3375,0.59,1.02,1.11
User 1574,1.005,1.95,2.702,5,1.34,0.59,1.02,1.115
User 1575,1.005,1.95,2.946,5,1.34,0.59,1.015,1.115
User 1576,1.005,1.95,2.946,5,1.34,0.59,1.02,1.13
User 1577,1.005,1.95,2.708,5,1.34,0.59,1.02,1.12
User 1578,1.005,1.95,1.862,5,1.3425,0.59,1.02,1.12
User 1579,1.01,1.955,2.944,5,1.0925,0.58,1.035,1.12
User 1580,1.01,1.805,2.944,5,1.0925,0.58,1.125,1.125
User 1581,1.01,1.95,2.59,0.76,1.0875,0.58,1.03,1.13
User 1582,1.015,1.68,2.828,0.76,1.085,0.57,1.015,3.235
User 1583,1.02,2.34,2.794,0.75,1.0825,0.57,1.015,3.235
User 1584,1.065,4.1,2.79,0.75,1.0775,0.57,1.015,3.235
User 1585,1.07,1.675,2.784,0.74,1.075,0.57,1.015,3.235
User 1586,1.085,1.675,2.784,0.74,1.0725,0.57,1.015,3.24
User 1587,1.09,1.965,2.784,0.74,1.0775,0.57,1.015,3.24
User 1588,1.08,1.96,2.784,0.74,1.0775,0.58,1.025,3.24
User 1589,1.085,1.97,2.79,0.73,1.08,0.59,1.03,3.24
User 1590,1.095,1.96,2.79,0.73,1.085,0.6,1.035,3.245
User 1591,1.12,1.93,2.782,0.72,1.09,0.61,1.045,3.25
User 1592,1.11,1.915,2.782,0.72,1.095,0.66,1.06,3.255
User 1593,1.125,1.91,2.782,0.71,1.1025,0.68,1.07,3.255
User 1594,1.155,1.625,2.782,0.7,1.11,0.67,1.08,3.26
User 1595,1.17,1.615,2.78,0.69,1.1125,0.68,1.09,3.265
User 1596,1.16,1.61,2.78,0.68,1.12,0.7,1.105,3.27
User 1597,1.155,1.865,2.78,0.68,1.1275,0.72,1.12,3.275
User 1598,1.165,1.86,3.642,0.67,1.135,0.74,1.135,3.28
User 1599,1.175,1.875,3.644,0.66,1.145,0.75,1.145,3.285
User 1600,1.255,1.855,3.24,0.65,1.1475,0.77,1.16,3.29
User 1601,1.27,1.845,3.762,0.64,1.16,0.79,1.175,3.29
User 1602,1.295,1.83,2.906,0.63,1.1675,0.81,1.19,3.295
User 1603,1.31,1.8,2.908,0.62,1.175,0.82,1.2,3.3
User 1604,1.325,1.64,2.91,0.62,1.1825,0.84,1.21,1.21
User 1605,1.34,1.83,2.494,0.61,1.1875,0.86,1.225,1.205
User 1606,1.365,1.63,2.486,0.6,1.1975,0.88,1.24,1.195
User 1607,1.38,1.81,2.484,0.59,1.5225,0.89,1.255,1.2
User 1608,1.39,1.61,2.54,0.59,1.52,0.91,1.26,1.2
User 1609,1.41,1.59,3.298,0.62,1.53,0.92,1.275,3.325
User 1610,1.425,1.67,2.922,0.61,1.2275,0.94,1.285,3.33
User 1611,1.315,1.67,2.458,0.61,1.235,0.95,1.3,3.335
User 1612,1.325,1.66,2.902,0.6,1.2325,0.96,1.305,3.335
User 1613,1.325,1.57,3.314,0.6,1.235,0.96,1.305,3.335
User 1614,1.44,1.55,2.458,0.6,1.235,0.96,1.3,3.335
User 1615,1.44,1.54,2.454,0.6,1.235,0.96,1.31,3.335
User 1616,1.325,1.69,2.454,0.6,1.235,0.96,1.31,3.335
User 1617,1.325,1.69,2.454,0.6,1.235,0.96,1.31,3.335
User 1618,1.45,1.69,2.452,0.6,1.235,0.96,1.31,3.335
User 1619,1.45,1.685,2.452,0.6,1.235,0.97,1.31,3.34
User 1620,1.455,1.69,2.452,0.6,1.24,0.97,1.32,3.34
User 1621,1.46,1.69,2.868,0.59,1.245,0.98,1.32,3.34
User 1622,1.475,1.67,2.81,0.58,1.245,0.99,1.325,3.345
User 1623,1.805,1.665,2.39,0.58,1.545,1,1.335,3.35
User 1624,1.365,1.65,2.804,0.57,1.26,1.01,1.345,3.35
User 1625,1.51,1.64,2.804,0.55,1.2675,1.03,1.355,3.355
User 1626,1.47,1.63,2.802,0.55,1.36,1.04,1.365,3.355
User 1627,1.485,1.62,2.376,0.56,1.28,1.06,1.38,3.36
User 1628,1.81,1.61,3.334,0.55,1.2825,1.08,1.39,3.365
User 1629,1.82,1.595,2.794,0.55,1.295,1.1,1.405,3.37
User 1630,1.83,1.58,2.822,0.54,1.3,1.11,1.415,3.37
User 1631,1.555,1.565,2.596,0.53,1.305,1.16,1.43,3.375
User 1632,1.57,1.555,2.888,0.52,1.305,1.15,1.445,3.38
User 1633,1.955,1.54,2.88,0.51,1.315,1.17,1.46,3.385
User 1634,1.605,1.525,2.434,0.51,1.1975,1.19,1.475,3.39
User 1635,1.795,1.54,2.864,0,1.2075,1.21,1.49,3.395
User 1636,2.005,2.5,2.436,0,1.2175,1.23,1.5,3.4
User 1637,1.86,1.24,2.864,0,1.2275,1.25,1.515,3.405
User 1638,1.865,1.235,2.432,0,1.235,1.27,1.53,3.41
User 1639,1.79,1.225,2.412,0,1.2475,1.28,1.55,3.415
User 1640,1.805,1.215,2.414,0,1.255,1.3,1.56,3.415
User 1641,1.825,1.205,2.288,0,1.2675,1.32,1.57,3.42
User 1642,1.845,1.195,2.39,0,1.28,1.34,1.58,3.425
User 1643,1.865,3.69,2.39,0,1.29,1.35,1.595,3.43
User 1644,1.875,3.68,2.28,0,1.32,1.37,1.61,3.435
User 1645,1.895,3.675,2.278,0,1.3025,1.39,1.615,3.435
User 1646,1.905,3.665,2.28,0,1.3075,1.43,1.625,3.44
User 1647,1.445,3.66,2.278,0,1.3125,1.44,1.64,3.445
User 1648,1.45,3.655,2.276,0,1.3175,1.45,1.645,1.84
User 1649,1.455,3.65,2.274,0,2.5725,1.46,1.655,1.84
User 1650,1.465,3.645,2.274,0,2.5775,1.44,1.66,1.835
User 1651,1.47,3.64,2.274,0,2.5825,1.45,1.67,1.835
User 1652,1.955,3.635,2.272,0,2.5875,1.45,1.67,1.83
User 1653,1.965,3.63,2.272,0,2.585,1.46,1.675,1.835
User 1654,1.97,3.625,2.21,0,2.5875,1.46,1.685,3.46
User 1655,1.98,3.625,1.764,0,2.59,1.47,1.69,3.46
User 1656,1.715,3.62,1.834,0,2.595,1.48,1.69,3.465
User 1657,1.72,3.62,1.746,0,2.605,1.48,1.7,3.465
User 1658,1.73,3.615,1.822,0,2.64,1.49,1.705,3.47
User 1659,1.74,3.615,1.73,0,2.64,1.5,1.76,3.47
User 1660,2.01,3.61,1.81,0,2.2725,1.52,1.735,3.47
User 1661,2.02,3.61,2.126,5,2.6125,1.52,1.74,3.475
User 1662,2.03,3.61,1.804,5,2.645,1.51,1.73,3.475
User 1663,2.04,3.605,1.606,5,2.6525,1.52,1.73,3.48
User 1664,1.555,3.895,1.602,5,2.775,1.53,1.735,3.48
User 1665,1.56,3.885,1.532,5,2.7775,1.53,1.74,3.485
User 1666,1.57,2.21,1.508,5,3.38,1.54,1.75,3.485
User 1667,1.6,2.205,2.038,5,3.5375,1.54,1.755,3.49
User 1668,1.615,2.135,2.026,5,3.54,1.55,1.76,3.525
User 1669,1.6,3.795,1.742,5,3.5425,1.56,1.77,2.34
User 1670,1.615,3.72,2.02,5,2.805,1.57,1.775,2.105
User 1671,1.62,2.095,2.468,5,2.81,1.58,1.78,2.305
User 1672,1.63,2.06,2.474,5,2.6575,1.59,1.785,2.3
User 1673,1.64,2.125,2.468,5,2.66,1.6,1.8,2.095
User 1674,1.195,2.115,2.418,5,2.67,1.61,1.805,2.095
User 1675,1.195,1.905,2.412,1.41,2.7425,1.63,1.81,2.085
User 1676,1.21,1.925,2.3,1.41,2.7475,1.64,1.815,2.08
User 1677,1.215,1.925,2.398,1.4,1.82,1.65,1.825,2.085
User 1678,1.225,1.93,1.948,1.4,1.755,1.66,1.835,2.08
User 1679,1.19,1.925,2.058,1.4,1.755,1.68,1.84,2.075
User 1680,1.225,1.9,2.224,1.4,2.62,1.69,1.845,2.065
User 1681,1.275,2.095,2.208,1.4,2.6275,1.7,1.6,2.06
User 1682,1.285,2.105,2.186,1.39,1.8325,1.71,1.86,2.055
User 1683,1.725,2.095,1.64,1.39,1.835,1.73,1.865,2.05
User 1684,1.735,1.875,1.626,1.39,2.495,1.74,1.615,2.05
User 1685,1.755,1.95,2.228,1.39,1.805,1.76,1.88,2.23
User 1686,1.765,1.855,1.612,1.39,1.8075,1.77,1.89,2.23
User 1687,1.775,1.925,2.326,1.39,1.81,1.79,1.64,2.225
User 1688,1.325,1.815,2.328,1.38,2.0075,1.81,1.645,2.025
User 1689,1.34,1.785,2.27,1.38,2.015,1.82,1.92,2.02
User 1690,1.355,1.775,1.544,1.38,2.5725,1.83,1.925,2.03
User 1691,1.375,1.87,1.588,1.38,2.5475,1.85,1.93,2.205
User 1692,1.435,1.85,1.584,1.38,2.72,1.87,1.935,2.2
User 1693,1.455,1.77,1.606,1.38,1.81,1.88,1.94,3.51
User 1694,1.925,1.69,1.708,1.38,1.795,1.9,1.95,3.51
User 1695,1.94,1.67,1.654,1.39,1.785,1.92,1.965,3.51
User 1696,1.985,1.59,1.984,1.42,1.7875,1.95,1.975,1.85
User 1697,1.995,1.58,1.872,1.38,1.795,1.95,1.975,1.845
User 1698,1.72,1.57,1.596,1.38,1.785,1.96,1.98,3.51
User 1699,3.48,1.56,1.628,1.38,1.7925,1.98,1.995,1.81
User 1700,3.485,1.585,1.604,1.38,1.785,2,2,1.815
User 1701,2.015,1.59,1.672,1.38,1.875,2.01,2.025,1.82
User 1702,2.025,1.535,1.822,1.4,1.8825,2.09,2.025,1.72
User 1703,2.025,1.525,3.142,2.74,2.49,2.09,2.05,1.72
User 1704,2.03,1.515,2.442,2.73,2.5825,2.06,2.055,1.72
User 1705,2.04,1.505,1.702,2.73,1.79,2.07,2.055,1.71
User 1706,2.05,1.495,1.752,1.39,1.785,2.08,1.995,1.73
User 1707,2.055,1.49,1.752,1.37,1.785,2.09,1.96,1.745
User 1708,2.06,1.48,1.858,1.37,1.835,2.11,1.9,1.725
User 1709,2.075,1.475,3.124,1.37,2.725,2.13,1.965,1.71
User 1710,2.085,1.46,3.166,5,2.1325,2.14,1.975,1.715
User 1711,2.1,1.45,2.588,2.16,1.8025,2.13,1.98,3.155
User 1712,2.11,1.45,2.586,5,2.14,2.15,2,3.145
User 1713,2.125,1.43,2.584,2.18,2.7225,2.15,2.04,1.865
User 1714,2.145,1.43,1.838,2.2,2.8525,2.17,2.175,1.855
User 1715,2.155,1.415,1.762,2.65,2.135,2.18,2.355,1.61
User 1716,2.17,1.415,1.844,5,2.0325,2.19,2.225,1.565
User 1717,2.18,1.375,1.868,5,2.135,2.2,2.085,1.555
User 1718,2.195,1.365,1.746,2.62,2.14,2.22,2.09,1.55
User 1719,2.205,1.355,2.308,5,2.155,2.28,2.155,1.54
User 1720,2.225,1.34,1.846,5,2.1575,2.5,2.245,1.53
User 1721,2.235,1.33,1.83,5,2.7575,2.29,2.245,1.53
User 1722,2.245,1.32,2.284,2.27,2.7575,2.27,2.515,1.535
User 1723,2.26,1.315,1.734,5,2.9775,2.28,2.03,1.735
User 1724,2.27,1.31,1.726,5,2.9325,2.29,2.525,1.46
User 1725,2.31,2.06,1.722,5,2.3675,2.31,2.535,1.705
User 1726,3.495,2.05,1.652,2.31,2.33,2.31,2.54,1.46
User 1727,3.52,2.07,1.65,2.3,2.335,2.32,2.52,1.445
User 1728,3.275,2.06,1.792,2.3,2.675,2.34,2.52,1.435
User 1729,3.27,1.36,1.784,2.31,2.34,2.35,2.53,1.595
User 1730,3.525,1.34,1.35,2.31,2.335,2.37,2.535,1.59
User 1731,3.53,1.25,1.344,2.32,2.3375,5,2.5,1.68
User 1732,3.545,1.215,1.338,5,2.335,2.41,2.065,1.405
User 1733,3.56,1.21,1.326,1.01,2.3375,2.41,1.99,1.405
User 1734,3.395,1.39,1.306,1.01,2.425,2.41,1.905,1.4
User 1735,3.425,1.345,1.302,1,1.785,2.4,1.895,3.385
User 1736,3.385,1.335,1.326,1,1.6525,2.41,1.895,3.385
User 1737,3.42,1.37,1.32,1,1.645,2.41,2.42,3.39
User 1738,2.8,3.36,1.314,1,1.56,2.42,2.435,3.39
User 1739,2.82,3.355,1.692,0.99,1.56,2.43,3.18,3.395
User 1740,2.83,1.335,1.684,0.98,1.55,2.44,3.175,3.4
User 1741,2.8,1.32,1.696,0.98,1.565,2.45,3.175,3.405
User 1742,2.815,1.255,1.69,0.98,1.585,2.53,3.17,1.14
User 1743,2.83,1.295,1.796,0.8,1.5575,2.55,1.965,3.18
User 1744,2.845,1.245,1.786,0.79,1.555,2.57,3.165,1.36
User 1745,3.02,1.24,1.69,0.8,1.5575,2.59,2.495,3.175
User 1746,3.03,1.035,1.684,0.8,1.5625,2.61,3.165,3.175
User 1747,3.04,1.03,1.674,0.8,1.5725,2.63,3.16,1.405
User 1748,3.05,1.045,1.674,0.81,1.5625,2.64,3.16,3.175
User 1749,2.9,1.245,1.672,0.81,1.5675,2.64,3.165,3.44
User 1750,2.92,1.245,1.672,0.9,1.555,2.64,2.485,3.44
User 1751,3.05,1.225,1.672,0.9,1.5525,2.64,2.52,3.44
User 1752,3.08,1.255,1.652,0.81,1.5575,2.64,2.48,3.44
User 1753,3.05,3.295,1.654,0.9,1.6775,2.64,2.505,3.44
User 1754,3.08,1.225,1.652,0.91,1.6875,2.64,2.495,3.44
User 1755,3.09,1.23,1.652,0.82,1.6875,2.64,2.485,3.44
User 1756,3.09,1.225,1.676,0.9,1.69,2.55,2.485,3.435
User 1757,3.64,1.23,1.674,0.9,2.265,2.54,2.485,3.375
User 1758,3.64,1.245,1.674,0.9,2.3575,2.55,2.485,3.44
User 1759,3.64,1.24,1.676,0.84,2.36,2.55,2.485,1.34
User 1760,3.515,1.24,1.764,0.9,2.37,2.54,2.485,3.435
User 1761,3.6,1.245,1.764,0.89,2.4275,2.54,2.485,3.435
